Date,Close
7/20/2016,67.61
7/21/2016,67.99
7/22/2016,67.03
7/25/2016,67.34
7/26/2016,67.69
7/27/2016,67.91
7/28/2016,67.48
7/29/2016,67.08
8/1/2016,67.03
8/2/2016,66.3
8/3/2016,66.55
8/4/2016,66.2
8/5/2016,68.1
8/8/2016,68.17
8/9/2016,67.78
8/10/2016,66.85
8/11/2016,67.94
8/12/2016,68
8/15/2016,68.61
8/16/2016,68.62
8/17/2016,68.29
8/18/2016,68.21
8/19/2016,68.56
8/22/2016,68.68
8/23/2016,68.79
8/24/2016,68.62
8/25/2016,68.77
8/26/2016,69.16
8/29/2016,69.63
8/30/2016,70.33
8/31/2016,71.6
9/1/2016,71.08
9/2/2016,71.64
9/6/2016,70.99
9/7/2016,71.77
9/8/2016,72.28
9/9/2016,71.65
9/12/2016,72.5
9/13/2016,71.22
9/14/2016,70.59
9/15/2016,70.99
9/16/2016,70.21
9/19/2016,70.98
9/20/2016,70.56
9/21/2016,71.68
9/22/2016,72.14
9/23/2016,71.28
9/26/2016,70.81
9/27/2016,71.8
9/28/2016,71.75
9/29/2016,70.36
9/30/2016,71.83
10/3/2016,72.13
10/4/2016,72.76
10/5/2016,73.7
10/6/2016,73.04
10/7/2016,73.05
10/10/2016,73.33
10/11/2016,72.16
10/12/2016,72.06
10/13/2016,71.07
10/14/2016,71.53
10/17/2016,71.78
10/18/2016,71.99
10/19/2016,73.62
10/20/2016,74.51
10/21/2016,74.89
10/24/2016,75.4
10/25/2016,75.39
10/26/2016,75.43
10/27/2016,74.8
10/28/2016,74.63
10/31/2016,74.04
11/1/2016,73.23
11/2/2016,72.61
11/3/2016,72.32
11/4/2016,73.1
11/7/2016,74.84
11/8/2016,72.84
11/9/2016,76.3
11/10/2016,79.23
11/11/2016,80.99
11/14/2016,83.76
11/15/2016,82.15
11/16/2016,80.22
11/17/2016,81.56
11/18/2016,82.01
11/21/2016,83.21
11/22/2016,82.59
11/23/2016,84.62
11/25/2016,84.57
11/28/2016,83.24
11/29/2016,82.6
11/30/2016,84.04
12/1/2016,86.61
12/2/2016,86
12/5/2016,86.71
12/6/2016,87.84
12/7/2016,89.58
12/8/2016,90.61
12/9/2016,90.45
12/12/2016,89.42
12/13/2016,89.45
12/14/2016,88.95
12/15/2016,90.36
12/16/2016,89.67
12/19/2016,90.04
12/20/2016,90.62
12/21/2016,90.44
12/22/2016,89.19
12/23/2016,89.68
12/27/2016,89.76
12/28/2016,88.19
12/29/2016,87.11
12/30/2016,87.24
1/3/2017,88.87
1/4/2017,90.3
1/5/2017,88.38
1/6/2017,88.6
1/9/2017,87.44
1/10/2017,88.98
1/11/2017,89.14
1/12/2017,87.89
1/13/2017,88.85
1/17/2017,86.37
1/18/2017,87.28
1/19/2017,86.72
1/20/2017,87.34
1/23/2017,86.87
1/24/2017,88.73
1/25/2017,88.38
1/26/2017,89.71
1/27/2017,89.15
1/30/2017,88.81
1/31/2017,87.39
2/1/2017,87.51
2/2/2017,86.34
2/3/2017,87.92
2/6/2017,87.62
2/7/2017,88.11
2/8/2017,87.54
2/9/2017,88.54
2/10/2017,88.4
2/13/2017,89.03
2/14/2017,90.18
2/15/2017,90.93
2/16/2017,90.51
2/17/2017,91.81
2/21/2017,92.85
2/22/2017,92.89
2/23/2017,93.41
2/24/2017,92.61
2/27/2017,93.66
2/28/2017,93.86
3/1/2017,96.12
3/2/2017,94.33
3/3/2017,93.94
3/6/2017,93
3/7/2017,92.82
3/8/2017,92.4
3/9/2017,92.11
3/10/2017,92.19
3/13/2017,91.79
3/14/2017,91.75
3/15/2017,89.92
3/16/2017,90.21
3/17/2017,88.23
3/20/2017,86.78
3/21/2017,83.65
3/22/2017,83.68
3/23/2017,83.78
3/24/2017,83.8
3/27/2017,82.13
3/28/2017,84.17
3/29/2017,84.68
3/30/2017,87.14
3/31/2017,86.66
4/3/2017,85.8
4/4/2017,85.26
4/5/2017,84.13
4/6/2017,84.23
4/7/2017,83.54
4/10/2017,82.77
4/11/2017,83.09
4/12/2017,82.42
4/13/2017,81.02
4/17/2017,83
4/18/2017,81.9
4/19/2017,81.91
4/20/2017,83.72
4/21/2017,82.67
4/24/2017,84.68
4/25/2017,85.58
4/26/2017,83.06
4/27/2017,82.31
4/28/2017,80.38
5/1/2017,81.57
5/2/2017,82.46
5/3/2017,82.49
5/4/2017,82.49
5/5/2017,82.27
5/8/2017,82.12
5/9/2017,82.32
5/10/2017,81.67
5/11/2017,80.16
5/12/2017,79.4
5/15/2017,81.15
5/16/2017,80.69
5/17/2017,78.47
5/18/2017,79.27
5/19/2017,80.27
5/22/2017,79.63
5/23/2017,80.34
5/24/2017,79.92
5/25/2017,79.51
5/26/2017,79.79
5/30/2017,78.28
5/31/2017,76.92
6/1/2017,77.92
6/2/2017,78.04
6/5/2017,78.33
6/6/2017,78.27
6/7/2017,78.9
6/8/2017,79.42
6/9/2017,80.07
6/12/2017,80.17
6/13/2017,80.57
6/14/2017,80.09
6/15/2017,81.35
6/16/2017,81.31
6/19/2017,81.73
6/20/2017,81.22
6/21/2017,80.88
6/22/2017,80.39
6/23/2017,79.52
6/26/2017,80.59
6/27/2017,81.38
6/28/2017,82.98
6/29/2017,81.47
6/30/2017,82.62
7/3/2017,83.56
7/5/2017,82.7
7/6/2017,82.11
7/7/2017,82.5
7/10/2017,82.05
7/11/2017,81.04
7/12/2017,82.2
7/13/2017,82.59
7/14/2017,82.5
7/17/2017,82.17
7/18/2017,81.57
7/19/2017,81.38
7/20/2017,81.01
7/21/2017,87.94
7/24/2017,87.12
7/25/2017,87.09
7/26/2017,85.71
7/27/2017,84.8
7/28/2017,84.97
7/31/2017,86.18
8/1/2017,86.01
8/2/2017,85.71
8/3/2017,84.59
8/4/2017,84.41
8/7/2017,85.15
8/8/2017,85.51
8/9/2017,85.14
8/10/2017,83.06
8/11/2017,82.8
8/14/2017,84.26
8/15/2017,84.15
8/16/2017,83.82
8/17/2017,81.99
8/18/2017,81.53
8/21/2017,81.42
8/22/2017,81.44
8/23/2017,81.29
8/24/2017,81.43
8/25/2017,81.49
8/28/2017,80.55
8/29/2017,79.74
8/30/2017,80.09
8/31/2017,79.61
9/1/2017,80.31
9/5/2017,78.66
9/6/2017,79.47
9/7/2017,78.23
9/8/2017,78.21
9/11/2017,79.06
9/12/2017,79.57
9/13/2017,80.21
9/14/2017,78.7
9/15/2017,80.04
9/18/2017,80.25
9/19/2017,80.96
9/20/2017,81.8
9/21/2017,81.58
9/22/2017,81.94
9/25/2017,82.48
9/26/2017,82.8
9/27/2017,83.93
9/28/2017,84.12
9/29/2017,84.66
10/2/2017,85.92
10/3/2017,86.37
10/4/2017,86.34
10/5/2017,87.09
10/6/2017,87.04
10/9/2017,87.3
10/10/2017,87.3
10/11/2017,86.75
10/12/2017,84.59
10/13/2017,85.36
10/16/2017,86.85
10/17/2017,86.07
10/18/2017,86.66
10/19/2017,87.48
10/20/2017,89.67
10/23/2017,89.72
10/24/2017,89.52
10/25/2017,90.82
10/26/2017,92.52
10/27/2017,92.78
10/30/2017,92.43
10/31/2017,92.18
11/1/2017,91.9
11/2/2017,92.45
11/3/2017,91.6
11/6/2017,92.3
11/7/2017,90.12
11/8/2017,88.97
11/9/2017,88.11
11/10/2017,87.15
11/13/2017,86.95
11/14/2017,86
11/15/2017,87.63
11/16/2017,87.15
11/17/2017,87.83
11/20/2017,88.27
11/21/2017,87.95
11/22/2017,87.26
11/24/2017,87.38
11/27/2017,86.87
11/28/2017,89.75
11/29/2017,90.97
11/30/2017,92
12/1/2017,92.72
12/4/2017,94.89
12/5/2017,93.91
12/6/2017,93.87
12/7/2017,95.07
12/8/2017,95.79
12/11/2017,95.97
12/12/2017,96.21
12/13/2017,94.72
12/14/2017,94.06
12/15/2017,96.31
12/18/2017,99.31
12/19/2017,98.74
12/20/2017,98.59
12/21/2017,99.52
12/22/2017,100.5
12/26/2017,99.92
12/27/2017,99.75
12/28/2017,100.3
12/29/2017,99.58
1/2/2018,99.61
1/3/2018,99.44
1/4/2018,101.42
1/5/2018,101.43
1/8/2018,100.8
1/9/2018,101.69
1/10/2018,103.14
1/11/2018,104.42
1/12/2018,105.43
1/16/2018,104.42
1/17/2018,104.39
1/18/2018,103.41
1/19/2018,104.38
1/22/2018,105.49
1/23/2018,105.71
1/24/2018,105.26
1/25/2018,104.26
1/26/2018,104.9
1/29/2018,104.6
1/30/2018,103.47
1/31/2018,103.96
2/1/2018,104.72
2/2/2018,101.57
2/5/2018,97
2/6/2018,98.44
2/7/2018,98.12
2/8/2018,91.8
2/9/2018,92.02
2/12/2018,95.19
2/13/2018,95.31
2/14/2018,97.38
2/15/2018,98.67
2/16/2018,99.53
2/20/2018,98.46
2/21/2018,97.39
2/22/2018,96.67
2/23/2018,99.04
2/26/2018,100.75
2/27/2018,99.25
2/28/2018,97.93
3/1/2018,96.51
3/2/2018,96.72
3/5/2018,97.9
3/6/2018,98.04
3/7/2018,97.63
3/8/2018,98.15
3/9/2018,100.79
3/12/2018,100.46
3/13/2018,98.82
3/14/2018,97.2
3/15/2018,98.05
3/16/2018,99.36
3/19/2018,98.65
3/20/2018,98.67
3/21/2018,98.18
3/22/2018,94.65
3/23/2018,92.39
3/26/2018,95.07
3/27/2018,93.62
3/28/2018,94.27
3/29/2018,95.82
4/2/2018,93.75
4/3/2018,95.44
4/4/2018,96.35
4/5/2018,97.52
4/6/2018,94.72
4/9/2018,95.5
4/10/2018,96.82
4/11/2018,95.35
4/12/2018,96.88
4/13/2018,96.39
4/16/2018,96.9
4/17/2018,97.48
4/18/2018,97.14
4/19/2018,98.35
4/20/2018,97.98
4/23/2018,97.5
4/24/2018,97.42
4/25/2018,92.76
4/26/2018,91.66
4/27/2018,91.72
4/30/2018,90.62
5/1/2018,89.67
5/2/2018,89.18
5/3/2018,87.92
5/4/2018,89.06
5/7/2018,88.92
5/8/2018,90.18
5/9/2018,92.11
5/10/2018,92.67
5/11/2018,92.63
5/14/2018,93.19
5/15/2018,94.65
5/16/2018,95.75
5/17/2018,96.74
5/18/2018,96.43
5/21/2018,96.54
5/22/2018,96.74
5/23/2018,95.67
5/24/2018,95.33
5/25/2018,94.81
5/29/2018,91.66
5/30/2018,93.21
5/31/2018,93.21
6/1/2018,94.77
6/4/2018,95.44
6/5/2018,94.35
6/6/2018,96.46
6/7/2018,96.76
6/8/2018,96.97
6/11/2018,96.26
6/12/2018,96.27
6/13/2018,96.01
6/14/2018,96.28
6/15/2018,97.26
6/18/2018,97.43
6/19/2018,96.34
6/20/2018,95.7
6/21/2018,95.26
6/22/2018,95.01
6/25/2018,94.48
6/26/2018,93.74
6/27/2018,92.33
6/28/2018,92.45
6/29/2018,91.9
7/2/2018,93.78
7/3/2018,92.94
7/5/2018,92.66
7/6/2018,92.9
7/9/2018,96.56
7/10/2018,96.01
7/11/2018,95.32
7/12/2018,95.24
7/13/2018,94.59
7/16/2018,95.91
7/17/2018,95.98
7/18/2018,97.09
7/19/2018,95.37
7/20/2018,97.23
7/23/2018,99.35
7/24/2018,98.96
7/25/2018,98.92
7/26/2018,96.48
7/27/2018,94.47
7/30/2018,93.77
7/31/2018,94.32
8/1/2018,95.19
8/2/2018,95.77
8/3/2018,96.68
8/6/2018,96.53
8/7/2018,97.31
8/8/2018,97.63
8/9/2018,97.62
8/10/2018,96.1
8/13/2018,95.81
8/14/2018,97.8
8/15/2018,97.26
8/16/2018,98.92
8/17/2018,99.17
8/20/2018,99.89
8/21/2018,100.49
8/22/2018,100.45
8/23/2018,99.54
8/24/2018,99.46
8/27/2018,100.9
8/28/2018,100.54
8/29/2018,100.14
8/30/2018,99.25
8/31/2018,99.09
9/4/2018,99.83
9/5/2018,99.85
9/6/2018,98.15
9/7/2018,98.37
9/10/2018,98.47
9/11/2018,98.63
9/12/2018,97.41
9/13/2018,97
9/14/2018,97.99
9/17/2018,97.1
9/18/2018,97.03
9/19/2018,98.96
9/20/2018,99.26
9/21/2018,99.01
9/24/2018,97.63
9/25/2018,97.47
9/26/2018,96.19
9/27/2018,95.46
9/28/2018,94.93
10/1/2018,94.95
10/2/2018,95.53
10/3/2018,96.73
10/4/2018,96.63
10/5/2018,96.06
10/8/2018,96.43
10/9/2018,96
10/10/2018,93.57
10/11/2018,90.94
10/12/2018,90.79
10/15/2018,90.55
10/16/2018,91.63
10/17/2018,91.48
10/18/2018,90.35
10/19/2018,91.63
10/22/2018,88.54
10/23/2018,87.04
10/24/2018,85.86
10/25/2018,88.27
10/26/2018,85.75
10/29/2018,86.46
10/30/2018,87.84
10/31/2018,89.3
11/1/2018,89.3
11/2/2018,87.27
11/5/2018,88.05
11/6/2018,89.18
11/7/2018,90.54
11/8/2018,90.86
11/9/2018,90.4
11/12/2018,89.12
11/13/2018,89.9
11/14/2018,88.92
11/15/2018,89.16
11/16/2018,87.64
11/19/2018,87.73
11/20/2018,86.01
11/21/2018,86.44
11/23/2018,85.63
11/26/2018,87.97
11/27/2018,88.19
11/28/2018,90.41
11/29/2018,88.87
11/30/2018,89.68
12/3/2018,90.47
12/4/2018,84.89
12/6/2018,84.61
12/7/2018,82.67
12/10/2018,82.45
12/11/2018,81.36
12/12/2018,82.04
12/13/2018,80.39
12/14/2018,78.73
12/17/2018,76.91
12/18/2018,76.21
12/19/2018,74.67
12/20/2018,74.49
12/21/2018,72.39
12/24/2018,70.78
12/26/2018,74.41
12/27/2018,74.99
12/28/2018,74.66
12/31/2018,75.59
1/2/2019,77.26
1/3/2019,76.16
1/4/2019,79.54
1/7/2019,79.98
1/8/2019,80.02
1/9/2019,80.57
1/10/2019,79.95
1/11/2019,80.94
1/14/2019,81.4
1/15/2019,81.52
1/16/2019,83.62
1/17/2019,83.65
1/18/2019,84.97
1/22/2019,83.4
1/23/2019,78.2
1/24/2019,80.18
1/25/2019,79.62
1/28/2019,79.48
1/29/2019,79.56
1/30/2019,80.88
1/31/2019,80.59
2/1/2019,80.88
2/4/2019,81.39
2/5/2019,80.86
2/6/2019,80.14
2/7/2019,79.03
2/8/2019,77.83
2/11/2019,78.04
2/12/2019,79.79
2/13/2019,79.99
2/14/2019,79.61
2/15/2019,81.57
2/19/2019,82.2
2/20/2019,82.72
2/21/2019,82.07
2/22/2019,81.2
2/25/2019,81.42
2/26/2019,80.9
2/27/2019,82.26
2/28/2019,83.58
3/1/2019,84.26
3/4/2019,83.31
3/5/2019,82.97
3/6/2019,82.51
3/7/2019,81.28
3/8/2019,81.37
3/11/2019,82.85
3/12/2019,82.95
3/13/2019,83.74
3/14/2019,83.21
3/15/2019,84.33
3/18/2019,84.9
3/19/2019,84.41
3/20/2019,82.95
3/21/2019,82.89
3/22/2019,80
3/25/2019,79.36
3/26/2019,80.66
3/27/2019,80.07
3/28/2019,80.96
3/29/2019,81.69
4/1/2019,84.48
4/2/2019,84.68
4/3/2019,85.31
4/4/2019,86.7
4/5/2019,86.54
4/8/2019,86.04
4/9/2019,85.1
4/10/2019,85.63
4/11/2019,86.25
4/12/2019,87.83
4/15/2019,86.88
4/16/2019,87.91
4/17/2019,87.92
4/18/2019,88.11
4/22/2019,87.61
4/23/2019,88.19
